Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CashbackPerOrder,CouponPerOrder,AppHoursPerDevice,IsNewCustomer,OrdersPerMonth,CashbackPerMonth,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
4.0,1,18.0,2.0,3,3,2,15.0,1.0,15.0,8.0,295,19.666666666666668,0.06666666666666667,0.6666666666666666,0,3.0,59.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
8.0,1,7.0,3.0,5,1,2,12.0,1.0,1.0,1.0,130,130.0,1.0,0.6,0,0.1111111111111111,14.444444444444445,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1.0,3,33.0,4.0,4,1,3,12.0,1.0,2.0,9.0,181,90.5,0.5,1.0,1,1.0,90.5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
6.0,3,16.0,2.0,3,3,2,14.0,0.0,1.0,9.0,155,155.0,0.0,0.6666666666666666,0,0.14285714285714285,22.142857142857142,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6.0,3,13.0,2.0,3,5,1,14.0,0.0,1.0,3.0,144,144.0,0.0,0.6666666666666666,0,0.14285714285714285,20.571428571428573,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
24.0,3,8.0,2.0,3,4,3,11.0,3.0,3.0,2.0,206,68.66666666666667,1.0,0.6666666666666666,0,0.12,8.24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1.0,3,11.0,3.0,3,2,2,14.0,1.0,1.0,2.0,149,149.0,1.0,1.0,1,0.5,74.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.0,3,30.0,3.0,5,1,2,14.0,1.0,1.0,0.0,111,111.0,1.0,0.6,1,1.0,111.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
20.0,1,6.0,3.0,3,4,1,18.0,0.0,5.0,3.0,220,44.0,0.0,1.0,0,0.23809523809523808,10.476190476190476,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
26.0,3,6.0,2.0,3,5,8,20.0,6.0,8.0,10.0,184,23.0,0.75,0.6666666666666666,0,0.2962962962962963,6.814814814814815,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.0,1,12.0,3.0,3,3,1,20.0,2.0,2.0,2.0,128,64.0,1.0,1.0,1,2.0,128.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
21.0,3,8.0,2.0,2,4,4,12.0,2.0,2.0,2.0,181,90.5,1.0,1.0,0,0.09090909090909091,8.227272727272727,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
9.0,1,7.0,2.0,5,3,3,19.0,2.0,2.0,5.0,154,77.0,1.0,0.4,0,0.2,15.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26.0,1,9.0,2.0,3,3,4,16.0,1.0,1.0,3.0,276,276.0,1.0,0.6666666666666666,0,0.037037037037037035,10.222222222222221,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0.0,3,34.0,3.0,3,4,2,20.0,0.0,1.0,4.0,163,163.0,0.0,1.0,1,1.0,163.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
12.0,1,9.0,3.0,5,4,3,23.0,1.0,4.0,4.0,149,37.25,0.25,0.6,0,0.3076923076923077,11.461538461538462,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
22.0,1,11.0,3.0,5,1,4,26.0,1.0,3.0,3.0,277,92.33333333333333,0.3333333333333333,0.6,0,0.13043478260869565,12.043478260869565,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23.0,1,14.0,3.0,4,4,5,15.0,1.0,2.0,3.0,230,115.0,0.5,0.75,0,0.08333333333333333,9.583333333333334,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
4.0,1,14.0,2.0,3,2,4,19.0,1.0,1.0,2.0,124,124.0,1.0,0.6666666666666666,0,0.2,24.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
28.0,1,8.0,2.0,5,3,5,14.0,1.0,9.0,11.0,292,32.44444444444444,0.1111111111111111,0.4,0,0.3103448275862069,10.068965517241379,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17.0,1,9.0,2.0,3,2,5,15.0,1.0,1.0,1.0,295,295.0,1.0,0.6666666666666666,0,0.05555555555555555,16.38888888888889,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1,14.0,3.0,3,3,2,11.0,1.0,1.0,3.0,125,125.0,1.0,1.0,1,1.0,125.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
28.0,3,10.0,3.0,4,5,4,15.0,2.0,2.0,6.0,184,92.0,1.0,0.75,0,0.06896551724137931,6.344827586206897,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
21.0,3,10.0,3.0,4,3,11,13.0,1.0,12.0,14.0,263,21.916666666666668,0.08333333333333333,0.75,0,0.5454545454545454,11.954545454545455,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
28.0,3,10.0,3.0,4,5,4,15.0,2.0,2.0,6.0,184,92.0,1.0,0.75,0,0.06896551724137931,6.344827586206897,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
28.0,1,26.0,4.0,4,5,11,12.0,1.0,2.0,5.0,180,90.0,0.5,1.0,0,0.06896551724137931,6.206896551724138,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
29.0,3,12.0,2.0,2,5,10,11.0,2.0,2.0,7.0,232,116.0,1.0,1.0,0,0.06666666666666667,7.733333333333333,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3.0,3,35.0,2.0,3,4,4,12.0,0.0,1.0,3.0,193,193.0,0.0,0.6666666666666666,1,0.25,48.25,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0.0,1,16.0,2.0,3,3,2,11.0,1.0,1.0,1.0,110,110.0,1.0,0.6666666666666666,1,1.0,110.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
16.0,1,9.0,3.0,4,3,7,15.0,1.0,5.0,15.0,314,62.8,0.2,0.75,0,0.29411764705882354,18.470588235294116,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
28.0,1,24.0,3.0,3,4,4,14.0,6.0,6.0,7.0,164,27.333333333333332,1.0,1.0,0,0.20689655172413793,5.655172413793103,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
16.0,3,19.0,4.0,4,1,5,13.0,1.0,2.0,1.0,176,88.0,0.5,1.0,0,0.11764705882352941,10.352941176470589,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.0,3,15.0,2.0,3,1,2,14.0,1.0,1.0,7.0,141,141.0,1.0,0.6666666666666666,1,1.0,141.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
14.0,3,12.0,2.0,3,3,2,12.0,3.0,8.0,7.0,192,24.0,0.375,0.6666666666666666,0,0.5333333333333333,12.8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
9.0,3,9.0,4.0,6,4,4,15.0,1.0,2.0,12.0,313,156.5,0.5,0.6666666666666666,0,0.2,31.3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0.0,1,23.0,3.0,3,4,1,16.0,1.0,1.0,1.0,131,131.0,1.0,1.0,1,1.0,131.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
8.0,1,13.0,3.0,5,4,8,16.0,2.0,2.0,1.0,170,85.0,1.0,0.6,0,0.2222222222222222,18.88888888888889,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,23.0,4.0,4,3,6,13.0,1.0,2.0,1.0,201,100.5,0.5,1.0,0,0.2,20.1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
12.0,3,12.0,2.0,1,3,3,11.0,3.0,7.0,6.0,182,26.0,0.42857142857142855,2.0,0,0.5384615384615384,14.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
29.0,1,7.0,3.0,2,2,4,14.0,1.0,2.0,1.0,272,136.0,0.5,1.5,0,0.06666666666666667,9.066666666666666,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1.0,1,21.0,3.0,5,4,3,25.0,2.0,2.0,3.0,162,81.0,1.0,0.6,1,1.0,81.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
6.0,3,31.0,2.0,3,3,2,12.0,0.0,1.0,1.0,145,145.0,0.0,0.6666666666666666,0,0.14285714285714285,20.714285714285715,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,3,35.0,3.0,4,3,7,13.0,2.0,2.0,1.0,168,84.0,1.0,0.75,1,1.0,84.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9.0,1,16.0,3.0,3,3,4,12.0,1.0,1.0,7.0,171,171.0,1.0,1.0,0,0.1,17.1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8.0,1,8.0,2.0,3,4,6,11.0,0.0,1.0,2.0,144,144.0,0.0,0.6666666666666666,0,0.1111111111111111,16.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
9.0,1,16.0,3.0,4,4,2,25.0,0.0,1.0,0.0,119,119.0,0.0,0.75,0,0.1,11.9,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
4.0,1,26.0,2.0,3,3,2,11.0,0.0,1.0,2.0,142,142.0,0.0,0.6666666666666666,0,0.2,28.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5.0,3,15.0,3.0,4,1,3,19.0,3.0,2.0,10.0,233,116.5,1.5,0.75,0,0.3333333333333333,38.833333333333336,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
9.0,1,32.0,4.0,5,4,5,17.0,4.0,2.0,9.0,234,117.0,2.0,0.8,0,0.2,23.4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1.0,3,31.0,3.0,5,4,2,24.0,5.0,11.0,11.0,171,15.545454545454545,0.45454545454545453,0.6,1,5.5,85.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9.0,3,13.0,2.0,3,1,2,21.0,1.0,1.0,2.0,123,123.0,1.0,0.6666666666666666,0,0.1,12.3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
4.0,1,12.0,4.0,5,2,11,13.0,1.0,2.0,4.0,163,81.5,0.5,0.8,0,0.4,32.6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
13.0,3,22.0,4.0,4,5,2,13.0,5.0,2.0,11.0,258,129.0,2.5,1.0,0,0.14285714285714285,18.428571428571427,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6.0,1,10.0,3.0,4,1,5,16.0,7.0,2.0,8.0,237,118.5,3.5,0.75,0,0.2857142857142857,33.857142857142854,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
10.0,1,6.0,2.0,3,2,5,17.0,1.0,1.0,2.0,175,175.0,1.0,0.6666666666666666,0,0.09090909090909091,15.909090909090908,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0.0,1,14.0,3.0,3,1,2,24.0,2.0,2.0,2.0,123,61.5,1.0,1.0,1,2.0,123.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
20.0,2,32.0,3.0,3,3,4,15.0,1.0,1.0,0.0,297,297.0,1.0,1.0,0,0.047619047619047616,14.142857142857142,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
27.0,2,25.0,2.0,3,4,3,15.0,3.0,7.0,1.0,207,29.571428571428573,0.42857142857142855,0.6666666666666666,0,0.25,7.392857142857143,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
6.0,1,26.0,3.0,3,3,8,13.0,3.0,3.0,3.0,153,51.0,1.0,1.0,0,0.42857142857142855,21.857142857142858,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
15.0,2,8.0,3.0,1,5,8,16.0,1.0,1.0,3.0,163,163.0,1.0,3.0,0,0.0625,10.1875,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
19.0,1,12.0,3.0,6,5,3,15.0,1.0,2.0,5.0,183,91.5,0.5,0.5,0,0.1,9.15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25.0,1,6.0,3.0,4,3,1,15.0,7.0,11.0,9.0,300,27.272727272727273,0.6363636363636364,0.75,0,0.4230769230769231,11.538461538461538,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1.0,1,28.0,3.0,4,3,3,21.0,2.0,2.0,1.0,149,74.5,1.0,0.75,1,1.0,74.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9.0,1,32.0,3.0,4,3,2,20.0,1.0,1.0,0.0,120,120.0,1.0,0.75,0,0.1,12.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3.0,1,10.0,3.0,4,5,3,19.0,1.0,2.0,6.0,172,86.0,0.5,0.75,1,0.5,43.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19.0,1,9.0,4.0,5,2,11,15.0,10.0,12.0,9.0,293,24.416666666666668,0.8333333333333334,0.8,0,0.6,14.65,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
9.0,1,13.0,3.0,3,2,3,18.0,0.0,1.0,1.0,147,147.0,0.0,1.0,0,0.1,14.7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
26.0,1,7.0,2.0,4,3,5,20.0,1.0,1.0,3.0,230,230.0,1.0,0.5,0,0.037037037037037035,8.518518518518519,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
19.0,1,17.0,4.0,4,2,5,22.0,2.0,2.0,3.0,152,76.0,1.0,1.0,0,0.1,7.6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
13.0,1,22.0,3.0,3,3,10,16.0,1.0,1.0,0.0,135,135.0,1.0,1.0,0,0.07142857142857142,9.642857142857142,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
15.0,2,17.0,4.0,5,1,5,15.0,4.0,13.0,7.0,316,24.307692307692307,0.3076923076923077,0.8,0,0.8125,19.75,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1.0,1,24.0,3.0,5,1,7,13.0,1.0,2.0,4.0,149,74.5,0.5,0.6,1,1.0,74.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
6.0,1,9.0,4.0,4,5,3,15.0,2.0,2.0,3.0,149,74.5,1.0,1.0,0,0.2857142857142857,21.285714285714285,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20.0,1,10.0,3.0,4,4,9,12.0,2.0,14.0,10.0,203,14.5,0.14285714285714285,0.75,0,0.6666666666666666,9.666666666666666,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
6.0,1,9.0,4.0,2,1,9,17.0,1.0,2.0,8.0,176,88.0,0.5,2.0,0,0.2857142857142857,25.142857142857142,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
30.0,3,7.0,3.0,5,3,9,12.0,2.0,2.0,4.0,180,90.0,1.0,0.6,0,0.06451612903225806,5.806451612903226,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
16.0,3,15.0,3.0,4,4,2,12.0,3.0,5.0,3.0,193,38.6,0.6,0.75,0,0.29411764705882354,11.352941176470589,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.0,1,24.0,3.0,3,2,2,19.0,1.0,1.0,0.0,127,127.0,1.0,1.0,1,1.0,127.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
28.0,2,32.0,3.0,1,4,5,15.0,1.0,1.0,4.0,296,296.0,1.0,3.0,0,0.034482758620689655,10.206896551724139,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
15.0,1,8.0,2.0,3,1,2,13.0,0.0,2.0,2.0,141,70.5,0.0,0.6666666666666666,0,0.125,8.8125,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8.0,1,33.0,4.0,5,3,3,21.0,2.0,2.0,1.0,145,72.5,1.0,0.8,0,0.2222222222222222,16.11111111111111,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
23.0,1,29.0,4.0,4,4,5,17.0,1.0,2.0,3.0,289,144.5,0.5,1.0,0,0.08333333333333333,12.041666666666666,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
16.0,1,16.0,4.0,4,1,3,14.0,1.0,6.0,9.0,162,27.0,0.16666666666666666,1.0,0,0.35294117647058826,9.529411764705882,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
18.0,1,8.0,2.0,4,1,2,19.0,3.0,3.0,9.0,158,52.666666666666664,1.0,0.5,0,0.15789473684210525,8.31578947368421,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
13.0,3,7.0,3.0,3,3,8,12.0,1.0,1.0,1.0,167,167.0,1.0,1.0,0,0.07142857142857142,11.928571428571429,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
10.0,1,12.0,4.0,4,4,10,17.0,3.0,4.0,8.0,184,46.0,0.75,1.0,0,0.36363636363636365,16.727272727272727,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5.0,1,8.0,2.0,3,4,1,13.0,1.0,1.0,6.0,155,155.0,1.0,0.6666666666666666,0,0.16666666666666666,25.833333333333332,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8.0,3,9.0,3.0,4,2,3,23.0,1.0,2.0,5.0,188,94.0,0.5,0.75,0,0.2222222222222222,20.88888888888889,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6.0,1,12.0,1.0,3,2,4,23.0,4.0,4.0,7.0,177,44.25,1.0,0.3333333333333333,0,0.5714285714285714,25.285714285714285,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8.0,3,14.0,3.0,4,3,1,23.0,2.0,4.0,2.0,124,31.0,0.5,0.75,0,0.4444444444444444,13.777777777777779,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1.0,1,16.0,4.0,2,3,3,17.0,1.0,2.0,5.0,169,84.5,0.5,2.0,1,1.0,84.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.0,1,14.0,2.0,4,5,1,22.0,0.0,1.0,2.0,123,123.0,0.0,0.5,1,1.0,123.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
10.0,1,6.0,3.0,3,1,3,18.0,0.0,2.0,2.0,236,118.0,0.0,1.0,0,0.18181818181818182,21.454545454545453,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5.0,1,11.0,2.0,4,1,9,24.0,1.0,1.0,0.0,197,197.0,1.0,0.5,0,0.16666666666666666,32.833333333333336,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15.0,1,32.0,2.0,3,5,4,17.0,0.0,2.0,0.0,232,116.0,0.0,0.6666666666666666,0,0.125,14.5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2.0,3,8.0,3.0,5,1,3,13.0,2.0,2.0,8.0,193,96.5,1.0,0.6,1,0.6666666666666666,64.33333333333333,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9.0,1,6.0,3.0,4,4,2,11.0,0.0,2.0,2.0,121,60.5,0.0,0.75,0,0.2,12.1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13.0,1,8.0,2.0,1,3,6,20.0,6.0,11.0,8.0,164,14.909090909090908,0.5454545454545454,2.0,0,0.7857142857142857,11.714285714285714,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,20.0,3.0,3,1,1,17.0,2.0,4.0,11.0,166,41.5,0.5,1.0,0,0.4,16.6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9.0,1,14.0,2.0,3,3,2,13.0,7.0,12.0,8.0,201,16.75,0.5833333333333334,0.6666666666666666,0,1.2,20.1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0.0,1,9.0,3.0,4,3,2,17.0,1.0,1.0,0.0,132,132.0,1.0,0.75,1,1.0,132.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19.0,3,32.0,3.0,4,4,9,15.0,2.0,2.0,2.0,180,90.0,1.0,0.75,0,0.1,9.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0.0,1,8.0,3.0,1,5,8,13.0,1.0,1.0,1.0,134,134.0,1.0,3.0,1,1.0,134.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
18.0,3,8.0,3.0,3,3,5,22.0,3.0,5.0,7.0,152,30.4,0.6,1.0,0,0.2631578947368421,8.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2.0,1,14.0,3.0,1,3,7,18.0,1.0,1.0,0.0,125,125.0,1.0,3.0,1,0.3333333333333333,41.666666666666664,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9.0,1,9.0,2.0,4,3,2,18.0,1.0,1.0,0.0,113,113.0,1.0,0.5,0,0.1,11.3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1.0,3,14.0,3.0,4,4,3,14.0,1.0,2.0,1.0,152,76.0,0.5,0.75,1,1.0,76.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
5.0,3,18.0,2.0,3,5,1,12.0,7.0,2.0,14.0,238,119.0,3.5,0.6666666666666666,0,0.3333333333333333,39.666666666666664,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
25.0,2,12.0,3.0,4,4,3,12.0,1.0,2.0,11.0,265,132.5,0.5,0.75,0,0.07692307692307693,10.192307692307692,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
28.0,3,24.0,2.0,3,4,4,23.0,1.0,7.0,8.0,268,38.285714285714285,0.14285714285714285,0.6666666666666666,0,0.2413793103448276,9.241379310344827,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
21.0,3,8.0,2.0,1,4,4,12.0,0.0,2.0,2.0,181,90.5,0.0,2.0,0,0.09090909090909091,8.227272727272727,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1.0,1,16.0,2.0,3,3,4,13.0,0.0,1.0,7.0,137,137.0,0.0,0.6666666666666666,1,0.5,68.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
8.0,1,31.0,3.0,4,4,4,16.0,3.0,4.0,8.0,209,52.25,0.75,0.75,0,0.4444444444444444,23.22222222222222,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
18.0,1,31.0,2.0,3,4,4,22.0,1.0,1.0,0.0,281,281.0,1.0,0.6666666666666666,0,0.05263157894736842,14.789473684210526,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10.0,3,25.0,2.0,3,4,2,13.0,0.0,1.0,9.0,176,176.0,0.0,0.6666666666666666,0,0.09090909090909091,16.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
13.0,3,28.0,3.0,6,3,8,20.0,1.0,2.0,3.0,182,91.0,0.5,0.5,0,0.14285714285714285,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10.0,3,10.0,3.0,3,1,5,17.0,3.0,5.0,8.0,128,25.6,0.6,1.0,0,0.45454545454545453,11.636363636363637,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2.0,2,15.0,4.0,5,2,3,14.0,1.0,2.0,5.0,174,87.0,0.5,0.8,1,0.6666666666666666,58.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,11.0,3.0,5,3,7,17.0,2.0,2.0,3.0,164,82.0,1.0,0.6,1,1.0,82.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
3.0,1,35.0,4.0,4,2,6,23.0,1.0,2.0,8.0,150,75.0,0.5,1.0,1,0.5,37.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7.0,1,12.0,3.0,5,1,6,16.0,2.0,2.0,3.0,196,98.0,1.0,0.6,0,0.25,24.5,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1.0,1,8.0,4.0,2,4,3,12.0,2.0,5.0,8.0,199,39.8,0.4,2.0,1,2.5,99.5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1.0,3,23.0,4.0,4,5,7,16.0,2.0,2.0,3.0,178,89.0,1.0,1.0,1,1.0,89.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
9.0,3,14.0,3.0,4,1,3,12.0,2.0,2.0,10.0,177,88.5,1.0,0.75,0,0.2,17.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
29.0,1,9.0,4.0,5,1,10,21.0,2.0,2.0,5.0,152,76.0,1.0,0.8,0,0.06666666666666667,5.066666666666666,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,24.0,3.0,5,1,7,13.0,2.0,2.0,4.0,149,74.5,1.0,0.6,1,1.0,74.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
25.0,3,35.0,2.0,3,1,3,15.0,1.0,1.0,0.0,135,135.0,1.0,0.6666666666666666,0,0.038461538461538464,5.1923076923076925,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8.0,1,12.0,2.0,5,1,2,13.0,0.0,11.0,8.0,166,15.090909090909092,0.0,0.4,0,1.2222222222222223,18.444444444444443,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9.0,1,16.0,3.0,4,3,3,20.0,1.0,2.0,9.0,176,88.0,0.5,0.75,0,0.2,17.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10.0,1,16.0,2.0,1,1,2,25.0,0.0,2.0,8.0,237,118.5,0.0,2.0,0,0.18181818181818182,21.545454545454547,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
25.0,1,31.0,2.0,4,1,4,22.0,0.0,2.0,0.0,238,119.0,0.0,0.5,0,0.07692307692307693,9.153846153846153,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
